title,target
 asus zenfone 4 ze554kl preto 64gb tela 5.5 '' dual chip camera traseira dupla 4g android 7.0 processador octa core 6gb ram,1
 asus zenfone 4 ze554kl verde 64gb tela 5.5 '' dual chip camera traseira dupla 4g android 7.0 processador octa core 4gb ram,1
 asus zenfone 4 ze554kl verde 64gb tela 5.5 '' dual chip camera traseira dupla 4g android 7.0 processador octa core 6gb ram,1
 asus zenfone ii ze551 16gb 4g tela 5.5 ze551ml-6c705ww bvolt,1
 barato xiaomi redmi note 4 leitor digital 32gb,1
 blu vivo xi+ plus dual sim 128gb 6gb ram tela 6.2,1
 cat caterpillar s60 lte 32gb pronta entrega,1
 caterpillar cat s60 32gb 4g original nf-e,1
 celular caterpillar cat s60 32gb cam termica 4g,1
 celular original lg k4 8gb 2017 2 chips quad core,1
 desbloqueado samsung galaxy s6 edge sm-g925i verde 64gb tela 5.1 '' android 5.0 4g camera 16 mp processador octa core,1
 huawei mate 10 lite 64gb 4 gb ram dualsim tela 5.9 dourado,1
 huawei p20 lite lx3 single sim 32gb lacrado,1
 lenovo k8 note 32gb 3gb ram 4g dual sim tela 5.5,1
 lenovo k8 plus 32gb mem 3gb ram dual 4g,1
 lenovo k8 plus 32gb mem 3gb ram dual 4g 5.2pol,1
 lenovo vibe k6 plus dourado 32gb tela 5.5 '' camera 16mp 4g dual chip android 6.0 ram 3gb processador qualcomm octa-core,1
 lenovo vibe k6 plus grafite 32gb tela 5.5 '' camera 16mp 4g dual chip android 6.0 ram 3gb processador qualcomm octa-core,1
 lg g2 lite d295 branco tela 4.5 '' dual chip android 4.4 camera 8mp 3g processador quad core 1.2ghz,1
 lg k10 m250ds novo dourado 32gb dual chip tela 5.3 '' hd 4g android 7.0 camera 13mp processador octa core 1.5 ghz,1
 lg k10 novo 2017 32gb 2g ram frete gratis,1
 lg k10 novo m250ds dourado novo nota fiscal,1
 lg k10 novo m250ds preto 32gb dual chip tela 5.3 '' hd 4g android 7.0 camera 13mp processador octa core 1.5 ghz,1
 lg k10 novo m250ds titanio 32gb dual chip tela 5.3 '' hd 4g android 7.0 camera 13mp processador octa core 1.5 ghz,1
 lg k10 pro lgm400df titanio 32gb dual chip tela 5.7 '' hd android 7.0 camera 13mp processador octa core 1.5 ghz,1
 lg k10 tv indigo 16gb dual chip tela 5.3 '' hd 4g android 6.0 camera 13mp processador octa core 1.14 ghz,1
" lg k10 tv power indigo 32gb dual chip tela 5,5 '' hd tv digital 4g android 7.0 camera 13mp processador octa core 1.5 ghz",1
 lg k10 tv power titanio 32gb dual chip tela 5.5 '' hd tv digital 4g android 7.0 camera 13mp processador octa core 1.5 ghz,1
 lg k4 indigo 8gb dual chip tela 4.5 '' 4g android 5.1 camera 5mp processador quad core 1ghz,1
 lg k4 novo titanio x230ds tela 5 '' 8gb 8mp oi,1
 lg k4 novo x230 8gb lte dual sim tela 5.0 '' -marrom,1
 lg k9 tv 16gb tela 5.0 '' hd android 7.0 camera 8mp dourado,1
 lg l90 dual d410 preto tela 4.7 '' dual chip android 4.4 camera 8mp processador quad core 1.2 ghz,1
 lg optimus l7 ii dual p716 preto dual chip tela 4.3 '' android 4.1 camera 8mp 3g wi-fi agps bluetooth cartao 4gb celular lg optimus l7 ii dual,1
 lg q6+ platinum 64gb tela 5.5 '' android 7.0 4g camera 13mp processador octa-core 4gb ram,1
 meizu m5c dual sim 4g 2gb ram 16gb preto,1
 meizu m5c dual sim 4g 2gb ram 16gb preto,1
 microsoft lumia 640xl dual preto windows phone 8.1 tela 5.7 '' dual chip 3g camera 13mp processador quad core 1.2 ghz,1
 moto c xt1758 16gb tela 5 5mp/2mp 100 original,1
 moto z2 play 64gb xt1710 5.5 full hd 4gb ram,1
 motorola g5s plus 32gb android barato celular 4g,1
 motorola moto c plus 16gb mem 4g dual 2gb ram,1
 motorola moto c plus 16gb mem 4g dual 2gb ram,1
 motorola moto c plus android 7.0 16gb dual chip,1
 motorola moto c plus xt1723 dual sim lte 5.0 '' 16gb cam.8mp+2mp-preto,1
 motorola moto c plus xt1723 dualchip16gb original,1
 motorola moto c plus xt1726 ouro 8gb tela 5 '' tv digital dual chip android 7.0 4g camera 8mp processador quad-core 1gb ram,1
 motorola moto e4 plus azul safira 16gb tela 5.5 '' dual chip android 7.1 bateria 5.000 mah camera 13mp processador quad-core 2gb ram,1
 motorola moto e4 plus biometria 3g ram tela 5.5,1
 motorola moto e4 plus ouro 16gb tela 5.5 '' dual chip android 7.1 bateria 5.000 mah camera 13mp processador quad-core 2gb ram,1
 motorola moto e4 plus titanium 16gb tela 5.5 '' dual chip android 7.1 bateria 5.000 mah camera 13mp processador quad-core 2gb ram,1
 motorola moto e4 plus xt1771 xt1773 16gb 5.5 gold,1
 motorola moto e4 xt1763 azul safira 16gb tela 5 '' dual chip android 7.1 4g camera 8mp processador quad-core 2gb ram,1
 motorola moto e4 xt1763 ouro rose 16gb tela 5 '' dual chip android 7.1 4g camera 8mp processador quad-core 2gb ram,1
 motorola moto e4 xt1763 rose 16gb tela 5 '' dual chip android 7.1 4g camera 8mp processador quad-core 2gb ram,1
 motorola moto e4 xt1763 titanium 16gb tela 5 '' dual chip android 7.1 4g camera 8mp processador quad-core 2gb ram,1
 motorola moto e5 plus dual chip prom dia cria,1
 motorola moto e5 xt1944 ouro 16gb tela 5.7 '' dual chip android 8.0 4g camera 13mp processador quad-core 2gb ram,1
 motorola moto e5 xt1944 platinum 16gb tela 5.7 '' dual chip android 8.0 4g camera 13mp processador quad-core 2gb ram,1
 motorola moto g5s plus 32gb mem 3gb ram dual,1
 motorola moto g5s plus xt1802 azul topazio 32gb tela 5.5 '' dual chip tv digital android 7.1 camera traseira dupla 13mp 3gb ram,1
 motorola moto g5s plus xt1802 ouro rose 32gb tela 5.5 '' dual chip tv digital android 7.1 camera traseira dupla 13mp 3gb ram,1
 motorola moto g5s plus xt1802 platinum 32gb tela 5.5 '' dual chip tv digital android 7.1 camera traseira dupla 13mp 3gb ram,1
 motorola moto g5s xt1792 ouro 32gb tela 5.2 '' dual chip android 7.1 4g camera 16mp processador octa-core 2gb ram,1
 motorola moto g5s xt1792 platinum 32gb tela 5.2 '' dual chip android 7.1 4g camera 16mp processador octa-core 2gb ram,1
 motorola moto g5s xt1794 dual sim 32gb 5.2 16mp,1
 motorola moto g6 play 32gb 3gb octacore ouro,1
 motorola moto g6 play 32gb indigo xt1922/i,1
 motorola moto g6 play dourado 32 gb xt1922,1
 motorola moto g6 play dourado 32 gb xt1922/o,1
 motorola moto g6 play xt1922 indigo 32gb tela 5.7 '' dual chip android 8.0 4g camera 13mp processador octa-core 3gb ram,1
 motorola moto g6 play xt1922 ouro 32gb tela 5.7 '' dual chip android 8.0 4g camera 13mp processador octa-core 3gb ram,1
 motorola moto g6 plus 64gb 4gb octacore indigo,1
 motorola moto g6 plus 64gb 4gb octacore indigo,1
 motorola moto g6 plus 64gb azul topazio,1
 motorola moto g6 plus 64gb indigo xt1926/i,1
 motorola moto g6 plus 64gb octacore2.2ghz topazio,1
 motorola moto g6 plus xt1926 indigo 64gb tela 5.9 '' dual chip android 8.0 camera traseira dupla processador octa-core 4gb ram,1
 motorola moto z2 play 360 camera edition topazio 64gb tela 5.5 '' dual chip camera 12mp android 7.1 processador octa-core 4gb ram,1
 motorola moto z2 play gamepad edition platinum 64gb tela 5.5 '' dual chip camera 12mp android 7.1 processador octa-core 4gb ram,1
 motorola moto z2 play polaroid edition dualchip,1
 motorola moto z2 play power edition ouro 64gb tela 5.5 '' dual chip camera 12mp android 7.1 processador octa-core 4gb ram,1
 motorola moto z2 play power edition platinum 64gb tela 5.5 '' dual chip camera 12mp android 7.1 processador octa-core 4gb ram,1
 motorola moto z2 play projector edition platinum 64gb tela 5.5 '' dual chip camera 12mp android 7.1 processador octa-core 4gb ram,1
 motorola moto z2 play sound edition ouro 64gb tela 5.5 '' dual chip camera 12mp android 7.1 processador octa-core 4gb ram,1
 motorola moto z2 play sound edition platinum 64gb tela 5.5 '' dual chip camera 12mp android 7.1 processador octa-core 4gb ram,1
 motorola moto z2 play xt1710 4gb/64gb 5.5 '' dual,1
 motorola moto z2 play xt1710 azul topazio 64gb tela 5.5 '' dual chip camera 12mp android 7.1 processador octa-core 4gb ram,1
 motorola moto z2 play xt1710 ouro 64gb tela 5.5 '' dual chip camera 12mp android 7.1 processador octa-core 4gb ram,1
 motorola moto z2 play xt1710 platinum 64gb tela 5.5 '' dual chip camera 12mp android 7.1 processador octa-core 4gb ram,1
 motorola moto z3 play 128gb dual android 8.1 onix,1
 motorola moto z3 play 128gb dual android 8.1 onix,1
 motorola moto z3 play 64gb indigo lacrado,1
 motorola moto z3 play gamepad indigo 64gb tela 6 '' dual chip camera traseira dupla android 8.1 processador octa-core 4gb ram,1
 motorola moto z3 play power pack dtv 64gb indigo,1
 motorola moto z3 play stereo speaker 64gb tela 6,1
 multilaser ms50 colors branco tela 5.0 '' dual chip android 5.0 camera 8mp wi-fi 3g bluetooth processador quad core 1.3 ghz,1
 multilaser ms50 colors preto tela 5.0 '' dual chip android 5.0 camera 8mp wi-fi 3g bluetooth processador quad core 1.3 ghz,1
 multilaser ms50 senior preto tela 5.0 '' dual chip android 5.0 camera 8mp wi-fi 3g bluetooth processador quad core 1.3 ghz,1
 positivo quattro x435 preto dual chip tela 5 '' android 5.1 camera 5mp 4g wi-fi bluetooth processador quad core 1.0ghz,1
 samsung a530f galaxy a8 duos dual tela 5.6 64gb,1
 samsung a530f galaxy a8 duos dual tela 5.6 64gb,1
 samsung a530f galaxy a8 duos dual tela 5.6 64gb,1
 samsung galaxy a5 4g duos a500m/ds dourado dual chip tela 5 '' android 4.4 cam.13mp processador quad core 1.2ghz,1
 samsung galaxy a7 2017 64gb rosa,1
 samsung galaxy a7 4g duos sm-a700fd branco dual chip tela 5.5 '' 4g android 4.4 camera 13mp processador octa core,1
 samsung galaxy a8 plus ametista 64gb dual chip display infinito 6 '' android 7.1 camera 16mp protecao ip68 octa core ram 4g,1
 samsung galaxy a8 plus dourado 64gb dual chip display infinito 6 '' android 7.1 camera 16mp protecao ip68 octa core ram 4gb,1
 samsung galaxy a8 plus preto 64gb dual chip display infinito 6 '' android 7.1 camera 16mp protecao ip68 octa core ram 4gb,1
 samsung galaxy ace 4 duos g313m/ds branco tela 4 '' dual chip android 4.4 camera 5mp 3g processador dual core 1ghz,1
 samsung galaxy ace 4 duos g313m/ds cinza tela 4 '' dual chip android 4.4 camera 5mp 3g processador dual core 1ghz,1
 samsung galaxy ace 4 lite duos g313m preto tela 4 '' dual chip android 4.4 camera 3mp 3g wifi processador 1ghz,1
 samsung galaxy core plus branco tela 4.3 '' tv digital dual chip android 4.3 processador dual core 1.2 ghz camera 5mp,1
 samsung galaxy e5 4g duos e500m/ds branco dual chip tela 5 '' hd samoled android 4.4 camera 8mp processador quad core 1.2ghz,1
 samsung galaxy j2 prime tv dourado 8gb dual chip tela 5 '' tv digital 4g camera 8mp android 6.0 processador quad core 1.4 ghz,1
 samsung galaxy j2 prime tv preto 8gb dual chip tela 5 '' tv digital 4g camera 8mp android 6.0 processador quad core 1.4 ghz,1
 samsung galaxy j2 pro preto tela 5 android 7.1,1
 samsung galaxy j4 j400m 16gb desbloqueado preto,1
 samsung galaxy j5 prime 32gb 13mp +brindes,1
 samsung galaxy j6 sm-j600g/ds dual sim 32gb,1
 samsung galaxy j7 neo 16gb tv dual octa dourado,1
 samsung galaxy j7 neo 16gb tv dual octa preto,1
 samsung galaxy j7 neo dourado 16gb tela 5.5 '' camera 13mp tv digital hd dual chip android 7.0 processador octa core 2gb ram,1
 samsung galaxy j7 neo preto 16gb tela 5.5 '' camera 13mp tv digital hd dual chip android 7.0 processador octa core 2gb ram,1
 samsung galaxy j7 neo tv tela 5.5 android,1
 samsung galaxy j7 prime 2 dourado 32gb dual chip,1
 samsung galaxy j7 prime 2 dual chip android 7.1 tela 5.5 '' octa-core 1.6ghz 32gb 4g camera 13mp tv dourado,1
 samsung galaxy j7 pro 2017 sm-j730gm dual sim 32g,1
 samsung galaxy j7 pro 64gb 4g j730 12x juros,1
 samsung galaxy j7 pro 64gb 4g j730 desbloqueado,1
" samsung galaxy j7 pro preto tela 5,5 '' android 7",1
 samsung galaxy on7 g600fy 4g dual tela 5.5 polegadas 16gb camera 13mp android 5.1,1
 samsung galaxy pocket 2 duos sm-g110b branco dual chip android 4.4 wi-fi 3g gps camera 2mp fm mp3 bluetooth,1
 samsung galaxy s4 mini duos preto dual chip tela 4.3 '' android 4.2 camera 8mp processador dual core 1.7 ghz claro galaxy s4 mini duos,1
 samsung galaxy s5 duos sm-g900 preto dual chip tela 5.1 '' android 4.4 4g camera 16mp processador quad core 2.5ghz,1
 samsung galaxy s5 sm-g900m branco tela 5.1 '' android 4.4 4g camera 16mp processador quad core 2.5ghz,1
 samsung galaxy s5 sm-g900m dourado tela 5.1 '' android 4.4 4g camera 16mp processador quad core 2.5ghz,1
 samsung galaxy s6 edge g925i 32gb preto vitrine,1
 samsung galaxy s6 edge sm-g925i branco 64gb tela 5.1 '' android 5.0 4g camera 16 mp processador octa core,1
 samsung galaxy s6 edge sm-g925i preto 64gb tela 5.1 '' android 5.0 4g camera 16 mp processador octa core,1
 samsung galaxy s7 edge 128gb blackpiano+ nota,1
 samsung galaxy s7 edge black piano 128gb tela 5.5 '' android 6.0 4g camera 12mp processador octa-core 4gb ram,1
 samsung galaxy s8 plus dual chip ametista 64gb tela 6.2 '' android 7.0 4g camera 12mp octa-core,1
 samsung galaxy s8 plus dual chip prata 64gb tela 6.2 '' android 7.0 4g camera 12mp octa-core,1
 samsung galaxy s8 plus dual chip prata 64gb tela 6.2 '' android 7.0 4g camera 12mp octa-core claro,1
 samsung galaxy s8 plus dual chip preto 64gb tela 6.2 '' android 7.0 4g camera 12mp octa-core,1
 samsung galaxy s8 plus tela 6.2 dual sim 64gb,1
 samsung galaxy s8+ 64gb preto gear vr controle 2,1
" samsung galaxy s8+ dourado tela 6,2 android 7.0",1
" samsung galaxy s8+ dourado tela 6,2 android 7.0",1
 samsung galaxy s8+ dual chip android 7.0 tela 6.2 '' octa-core 2.3 ghz 64gb camera 12mp preto,1
 samsung galaxy s9 128gb preto lacrado c/nf,1
 samsung galaxy s9 plus 128gb anatel/nf/garantia,1
 samsung galaxy s9 plus cinza 128gb tela infinita 6.2 '' dual chip android 8.0 camera dupla 12mp 6gb ram processador octa-core,1
 samsung galaxy s9 plus preto 128gb tela infinita,1
 samsung galaxy s9 plus preto 128gb tela infinita 6.2 '' dual chip android 8.0 camera dupla 12mp 6gb ram processador octa-core,1
 samsung galaxy s9 plus ultravioleta 128gb tela infinita 6.2 '' dual chip android 8.0 camera dupla 12mp 6gb ram processador octacore,1
 samsung galaxy s9+ dual chip android 8.0 tela 6.2 '' octa-core 2.8ghz 128gb 4g camera 12mp dual cam ultravioleta,1
 samsung galaxy win 2 duos tv branco dual chip tela 4.5 '' tv digital android 4.4 cam 5mp processador quad core de1.2 ghz,1
 samsung galaxy win 2 duos tv g360bt branco dual chip tela 4.5 '' tv digital android 4.4 cam 5mp processador quad core 1.2ghz,1
 samsung galaxy win 2 duos tv g360bt cinza dual chip tela 4.5 '' tv digital android 4.4 cam 5mp processador quad core 1.2 ghz,1
 samsung galaxy young 2 duos g130m branco tela 3.5 '' dual chip android 4.4 3g wi-fi gps radio fm camera 3mp,1
 samsung galaxy young 2 duos g130m cinza tela 3.5 '' dual chip android 4.4 3g wi-fi gps radio fm camera 3mp,1
 sony xperia xa1 g3116 branco 32gb tela 5 '' hd dual chip camera 23mp 4g android 7.0 processador octa-core 3gb ram,1
" sony xperia xa1 plus g3426 dourado 32gb tela 5,5 '' dual chip camera 23mp 4g android 7.0 processador octa-core 4gb ram",1
" sony xperia xa1 plus g3426 preto 32gb tela 5,5 '' dual chip camera 23mp 4g android 7.0 processador octa-core 4gb ram",1
 sony xperia xa1 ultra g3223 32gb 1sim,1
" sony xperia xz1 g8341 azul 64gb tela 5,2 '' single chip camera 19mp 4g android 8.0 processador octa-core 4gb ram",1
" sony xperia xz1 g8341 preto 64gb tela 5,2 '' single chip camera 19mp 4g android 8.0 processador octa-core 4gb ram",1
" sony xperia xz1 g8341 rose 64gb tela 5,2 '' single chip camera 19mp 4g android 8.0 processador octa-core 4gb ram",1
 xiaomi mi 8 64gb/6gb dual sim global p/ entrega,1
 xiaomi mi 8 64gb/6gb dual sim global p/ entrega,1
 xiaomi mi 8 dualchip 128gb/6gb versao global,1
 xiaomi mi a2 4gb/64gb dual sim tela 5.99 '' global,1
 xiaomi mi a2 4gb/64gb dual sim tela 5.99 '' global,1
 xiaomi mi a2 4gb/64gb dual sim tela 5.99 '' global,1
 xiaomi mi a2 64gb dualsim 4gb 5.99 versao global,1
 xiaomi mi a2 dual sim 32g 5.99 ver cores,1
 xiaomi mi a2 dual sim 32g 5.99 ver cores,1
 xiaomi mi a2 dualsim 4gb/32gb 5.99 versao global,1
 xiaomi mi a2 dualsim 4gb/32gb 5.99 versao global,1
" xiaomi mi a2 lite 4gb ram 64gb 4000mah 4g 5,84",1
 xiaomi mi a2 lite 64gb mem 4gb ram 4g preto,1
 xiaomi mi a2 lite global 3gb ram 32gb p/ entrega,1
 xiaomi mi a2 lite global 3gb ram 32gb p/ entrega,1
 xiaomi mi a2 lite global 3gb ram 32gb p/ entrega,1
 xiaomi mi a2 lite global 3gb ram 32gb p/ entrega,1
 xiaomi mi a2 lite global 4gb ram 64gb p/ entrega,1
 xiaomi mi mix 2s dual sim 64gb-5.99 12mp preto,1
 xiaomi redmi mi a2 lite 64gb dual 4gb ram global,1
 xiaomi redmi note 4 32gb 3gb ram dual chip global,1
 xiaomi redmi note 4x 64gb 4gb rom global,1
 xiaomi redmi note 5 32gb 3gb original,1
 xiaomi redmi note 5 32gb mem 3gb ram dual 5.99pol,1
 xiaomi redmi note 5 64gb 4gb ram 4g tela 5.99,1
 xiaomi redmi note 5 64gb mem 4gb ram dual 5.99pol,1
 xiaomi redmi note 5 64gb mem 4gb ram dual 5.99pol,1
apple iphone 5s 16gb 4g 100 original promocao envio ja,1
apple iphone 6 64gb novo lacrado nota fiscal,1
apple iphone 6 64gb rfb lacrado oferta imperdivel confira,1
apple iphone 7 128gb original 4g nacional 12mpx ios| vitrine,1
apple iphone 7 plus 256gb lacrado garantia ano +2 brindes,1
apple iphone 8 64gb lacrado anatel,1
apple iphone 8 64gb lacrado original red vermelho,1
apple iphone 8 64gb vitrine garantia 3 meses promocao,1
apple iphone 8 plus 256gb lacrado 1 ano garantia,1
apple iphone 8 plus 64gb anatel,1
apple iphone 8 plus 64gb anatel 4g 1 ano garantia nf,1
apple iphone 8 plus 64gb gold dourado novo lacrado,1
apple iphone 8 plus 64gb lacrado nota fiscal,1
apple iphone 8 plus 64gb novo lacrado 1 ano garantia +nf,1
apple iphone 8 plus 64gb novo lacrado 1 ano garantia anatel,1
apple iphone x 64gb preto anatel lacrado,1
apple iphone x 64gb preto anatel lacrado,1
bracadeira esportiva galaxy grand duos s6 s4 s4 s s ate 14 cm x 8 cm preta,1
"bracadeira esportiva iphone 4 4s 5 5s 5c  ate 12,5 x 6 cm preta",1
bracadeira esportiva iphone 6  ate 14 x 8 cm preta,1
bracadeira samsung galaxy a3,1
bracadeira samsung galaxy alpha,1
bracadeira samsung galaxy s4 mini,1
bracadeira samsung galaxy s5 mini,1
bumber samsung galaxy note 2 rosa,1
cabo dados colorido micro usb samsung lg nokia motorola v8 preto,1
celular  galaxy s9 plus 128 gb preto,1
celular  lg k4 android barato 2017 whats original,1
celular  moto e4 plus 5.5 16gb biometria dual sim,1
celular  moto e4 plus 5.5 16gb biometria dual sim,1
celular  motorola moto c xt1750 8gb dual chip,1
celular  motorola moto z2 play 64gb gold xt1710-08,1
celular  motorola moto z3 play indigo tela 6,1
celular  motorola moto z3 play indigo tela 6,1
celular  samsung galaxy s9+ cinza tela 6.2 128gb,1
celular  samsung galaxy s9+ preto 128gb,1
celular  tp-link neffos c5l 4g lte 4.5 '' 8gb branco,1
celular  xiaomi redmi 5 plus 32gb gold novo,1
celular alcatel pixi 4 5010e lite dual chip tv digital tela 5 '' 8gb camera 8mp frontal 8mp c,1
celular barato original motorola g5 s 32gb envio24h 4 gb ram,1
celular blu samba jr q53 prata dual chip silver,1
celular caterpillar cat s60 32gb cam termica 4g original,1
celular caterpillar cat s60 dual chip 32gb 4g 100 original,1
celular caterpillar cat s60 dual chip 32gb 4g original c/ nf,1
celular galaxy j2 prime 4g samsung  8gb original,1
celular galaxy j7 neo tv tela 5.5 android brinde,1
celular galaxy j7 pro 64gb dourado cartao sd 8gb gratis,1
celular galaxy j7 pro 64gb preto cartao sd 8gb gratis,1
celular galaxy j7 pro 64gb preto cartao sd 8gb gratis,1
celular galaxy j7 pro preto office 365 personal 1tb,1
celular iphone 5s 32gb desbloqueado 100 funcionando 3g 4g b,1
celular iphone 7 32gb original apple vitrine nf desbloqueado,1
celular j810m galaxy j8 64gb,1
celular lancamento xiaomi mi a2 64gb 4g ram global lacrado,1
celular lancamento xiaomi mi a2 64gb 4g ram global promocao,1
celular lg k10 2017 m250dsf dual 32gb,1
celular lg k10 4g original lacrado octacore16gb tela5.3 nota,1
celular lg k10 dual 4g tela 5.3 2gb ram 2 cameras android 7,1
"celular lg k10 novo 2017 4g m250ds 32gb tela 5,3 original",1
"celular lg k10 novo 2017 4g m250ds 32gb titanio tela 5,3",1
celular lg k10 power lgm320tv dual chip 4g wi-fi,1
celular lg k10 power m320tv 32gb tela 5.5 '' azul indigo 4g,1
celular lg k10 power novo m320tv indigo camera 13mp 32gb,1
celular lg k4 8gb x230ds 2017 dual sim 8mpx 5 novo original,1
celular lg k4 novo 2017 dual sim 8gb tela 5.0 8mp/4mp cinza,1
celular moto c plus 16gb 4g original dourado,1
celular moto c plus dual chip 16gb preto,1
celular moto g5 xt1671 novo 32gb orig+brinde+nota fiscal,1
celular moto g5s plus 32gb 3gb ram platin+brinde+nota fiscal,1
celular moto g6 play dual chip 5.7 32gb 4g 13mp,1
celular motorola c plus xt1723 dual 16gb original nf,1
celular motorola g5 32gb android tela 5 camera 13mp fone,1
celular motorola moto c 16g plus quad core dual sim tela 5,1
celular motorola moto c plus 16g tela 5 frete gratis \o/,1
celular motorola moto c plus dual sim 16gb tela 5 2gb ram,1
celular motorola moto c plus xt-1723 5.0 polegadas nf,1
celular motorola moto c plus xt1724 dual 16gb tela 5 fone,1
celular motorola moto c plus xt1724 dual sim 16gb tela 5,1
celular motorola moto g5 xt1671 32gb dual original,1
celular motorola moto g5 xt1677 dual sim 16gb android 7.0,1
celular motorola moto g5s plus 32gb/4gb original grafite,1
celular motorola moto g5s plus xt1805 32gb brinde notafiscal,1
celular motorola moto g6 play 32gb 4g android 8.0 dourado,1
celular motorola moto g6 play 32gb 4g android 8.0 indigo,1
celular motorola moto g6 play 32gb android 8 4g+microsd 16gb,1
celular motorola moto g6 play dourado 32 gb,1
celular motorola moto g6 play dourado 32 gb xt1922,1
celular motorola moto g6 play indigo 32 gb xt1922,1
celular motorola moto g6 play indigo 32 gb xt1922,1
celular motorola moto g6 play indigo android 8.0 32gb 4g,1
celular motorola moto g6 play indigo android 8.0 32gb 4g,1
celular motorola moto g6 play xt1922 4g 32gb dual android 8,1
celular motorola moto g6 play xt1922 4g 32gb dual android 8,1
celular motorola moto g6 plus 64gb 4gb octacore 2.2ghz,1
celular motorola moto g6 plus 64gb 4gb ram tela 5.9 indigo,1
celular motorola moto g6 plus dual 64gb 4gbram tv xt1926-8,1
celular motorola moto z3 play 64gb indigo,1
celular new 100 original motorola moto z2 play 64gb xt1710,1
"celular novo  xiaomi mi a2 64gb 4g 5,99 ram global",1
celular novo original mi5 plus xiaomi redmi 3gb 32gb lacrado,1
celular novo xiaomi redmi note 5 64gb pro 4gb ram global 4g,1
celular original xiaomi redmi note 5 64gb pro 4gb ram global,1
celular positivo twist mini tela 4.0 8mp 8gb 3g android 6.0,1
celular redmi xiaomi 5a 4g 2gb ram 16gb tela 5,1
celular redmi xiaomi 5a 4g 2gb ram 16gb tela 5.0 original,1
celular redmi xiaomi 5a 4g 2gb ram 16gb tela 5.0 p. entrega,1
celular samsung a530f galaxy a8 duos dual tela 5.6 '' 64gb,1
celular samsung galaxy a8 2018 sm-a530f 64gb preto,1
celular samsung galaxy a8 plus 2018 sm-a730f 64gb dourado,1
celular samsung galaxy a8 plus 2018 sm-a730f 64gb preto,1
celular samsung galaxy a8 plus 6 64gb 4g 16mp,1
celular samsung galaxy j2 prime 16gb dual sim cam 8mp wifi,1
